statement_number,speaker,timestamp,statement,speaker_type,night,debate
569,Holt,49:18,We are back from Miami. Now each candidate will have a final chance to make their case to the voters. 45 seconds each. We begin with Congressman Swalwell.,proctor,1,2
570,Swalwell,49:26,"We can’t be a forward-looking party if we look to the past for our leadership. I’m a congressman, but also a father of a two-year old and an infant. When I’m not changing diapers, I’m changing Washington. Most of the time, the diapers smell better. I went into Congress at 31 and I found a Washington that doesn’t work for people like you and me. It’s made of the rich and the disconnected. I was the first in my family to go to college and have student loan debt. So, I have led the effort to elect the next generation of members of Congress and we have a moment to seize. This is a can-do generation. This is the generation that will end climate chaos. This is the generation that will solve student loan debt and this is the generation that will say, “Enough is enough” and end gun violence. This generation demands bold solutions. That’s why I’m running for president.",candidate,1,2
571,Holt,50:13,"Congressman, thank you.",proctor,1,2
572,Maddow,50:13,"Mrs. Williamson, 45 seconds for your closing statements.",proctor,1,2
573,Williamson,50:16,"I’m sorry we haven’t talked more tonight about how we’re going to beat Donald Trump. I have an idea about Donald Trump. Donald Trump is not going to be beaten just by insider politics talk. He’s not going to be beaten just by somebody who has plans. He’s going to be beaten by somebody who has an idea of what this man has done. This man has reached into the psyche of the American people and he’s harnessed fear for political purposes. So, Mr. President, if you’re listening, I want you to hear me please. You have harnessed fear for political purposes and only love can cast that out. So, I, sir, I have a feeling you know what you’re doing. I’m going to harness love for political purposes. I will meet you on that field and sir, love will win.",candidate,1,2
574,Maddow,50:57,"Mrs. Williamson, thank you.",proctor,1,2
575,Todd,51:00,Senator Bennet.,proctor,1,2
576,Bennett,51:03,"Thank you. Thank you. My mom and her parents came to the United States to rebuilt their shattered lives in the only country that they could. 300 years before that, my parent’s family came searching religious freedom here. The ability for one generation to do better than the next is now severely at risk in the United States, especially among children living in poverty like the ones I used to work for in the Denver public schools. That’s why I’m running for president. I’ve had two tough races in Colorado, but by bringing people people together, not by making empty promises. And I believe we need to build a broad coalition of Americans to beat Donald Trump, end the corruption in Washington, and build a new era of American democracy and American opportunity.",candidate,1,2
577,Bennett,51:50,"This is going to be hard to do, but it’s what our parent’s would have expected, it’s what our kids deserve.",candidate,1,2
578,Todd,51:56,Senator.,proctor,1,2
579,Bennett,51:56,I hope you’ll join me in this effort. Thank you.,candidate,1,2
580,Todd,51:58,Thank you. Governor Hickenlooper.,proctor,1,2
581,Hickenlooper,52:01,"I’m a small business owner who brought that same scrappy spirit to big Colorado, one of the most progressive states in America. We expanded reproductive health to reduce teenage abortion by 64%. We were the first state to legalize marijuana and we transformed our justice system in the progress. We passed universal background checks in a purple state. We got to near universal healthcare coverage. We attacked climate change with the toughest method and regulations in the country, and for the last three years, we’ve been the number one economy in America.",candidate,1,2
582,Hickenlooper,52:35,"You don’t need big government to do big things. I know that because I’m the one person up here who’s actually done the big progressive things everyone else is talking about. If we turn towards socialism, we run the risk of helping to re-elect the worst president in American history.",candidate,1,2
583,Todd,52:51,"Thank you, Governor.",proctor,1,2
584,Maddow,52:52,"Senator Gillibrand, you have the floor for 45 seconds.",proctor,1,2
585,Gillibrand,52:55,"Women in America … Women in America are on fire. We’ve marched, we’ve organized, we’ve run for office, and we’ve won. But our rights are under attack like never before by President Trump and the Republicans who want to repeal Roe v. Wade, which is why I went to the front lines in Georgia to fight for them. As president, I will take on the fights that no one else will. I stood up to the Pentagon and repealed Don’t Ask, Don’t Tell. I’ve stood up to the banks and voted against the bailout twice. I’ve stood up to Trump more than any other senator in the U.S. Senate and I have the most comprehensive approach for getting money out of politics with publicly-funded elections to deal with political corruption.",candidate,1,2
586,Gillibrand,53:38,"Now is not the time to play it safe. Now is not the time to be afraid of first. We need a president who will take on the big challenges, even if she stands alone. Join me in fighting for this.",candidate,1,2
587,Maddow,53:51,"Senator Gillibrand, thank you.",proctor,1,2
588,Holt,53:53,"Mr. Yang, you have 45 seconds for your closing.",proctor,1,2
589,Yang,53:56,"First, I want to thank everyone who put me on this stage tonight. I am proof that our democracy still works. Democrats and Americans around the country have one question for their nominee, and that is, “Who can beat Donald Trump in 2020?” That is the right question and the right candidate to beat Donald Trump will be solving the problems that got Donald Trump elected, and will have a vision of a trickle-up economy that is already drawing thousands of disaffected Trump voters, conservatives, independents, and libertarians, as well as democrats and progressives. I am that candidate. I can build a much broader coalition to beat Donald Trump. It is not left, it is not right, it is forward, and that is where I’ll talk the country in 2020.",candidate,1,2
590,Holt,54:33,"Mr. Yang, thank you.",proctor,1,2
591,Maddow,54:34,"Senator Harris. Senator Harris, the floor is yours.",proctor,1,2
592,Harris,54:34,"Thank you. I just want to leave you with a couple of things. One, we need a nominee who has the ability to prosecute the case against four more years of Donald Trump and I will do that. Second, this election is about you. This is about your hopes, and your dreams, and your fears, and what wakes you up at three o’clock in the morning. That’s why I have what I call a 3:00 a.m. agenda that is about everything from what we need to do to deliver healthcare to how you will be able to pay the bills by the end of the month. When I think about what our country needs, I promise you I will be a president who leads with a sense of dignity, with honesty, speaking the truth, and giving the American family all that they need to get through the end of the month in a way that allows them to prosper.",candidate,1,2
